URL,Company Name,Sector,LTP,P/E Ratio,Market Cap (Cr),Enterprise Value (Cr),No. of Shares (Cr),P/B Ratio,Face Value,Div. Yield,Book Value (TTM),CASH,DEBT,Promoter Holding,EPS (TTM),Sales Growth (%)
https://ticker.finology.in/company/ACC,ACC Ltd.,Cement & Construction Materials,2025.80,N/A,2052.1,1867.15,2843,2.31,10,"0.37
                                %",876.18,0 Cr.,0 Cr.,56.69 %,99.91,-10.17
https://ticker.finology.in/company/MARUTI,Maruti Suzuki India Ltd.,Automobiles - Passenger Cars,10861.80,N/A,10998,10771.95,13675,3.91,5,"1.14
                                %",2777.61,460 Cr.,33.1 Cr.,58.19 %,436.6,19.92
https://ticker.finology.in/company/ISEC,ICICI Securities Ltd.,Finance - Stock Broking,837.45,N/A,840.05,828.6,921.45,6.14,5,"3.46
                                %",136.41,5048 Cr.,1694.22 Cr.,74.59 %,63.21,47.81
https://ticker.finology.in/company/COFORGE,Coforge Ltd.,IT - Software,8216.55,N/A,8237.95,8109.95,8236.95,9.8,10,"0.93
                                %",838.18,45.3 Cr.,339.9 Cr.,0 %,152,14.62
https://ticker.finology.in/company/BSOFT,Birlasoft Ltd.,IT - Software,544.95,N/A,556.05,543,861.6,9.74,2,"1.19
                                %",55.98,85.59 Cr.,0 Cr.,40.86 %,11.4,9.4
https://ticker.finology.in/company/TATAMOTORS,Tata Motors Ltd.,Automobiles-Trucks/Lcv,773.70,N/A,787.7,766.4,1179.05,9.3,2,"0.77
                                %",83.21,5150.96 Cr.,13771.04 Cr.,42.58 %,25.44,11.48
https://ticker.finology.in/company/J&KBANK,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found
https://ticker.finology.in/company/HARSHA,Harsha Engineers International Ltd.,Engineering - Industrial Equipments,488.55,N/A,488.55,473.5,610.75,3.41,10,"0.2
                                %",143.26,96.84 Cr.,99.75 Cr.,74.61 %,15.26,5.49
https://ticker.finology.in/company/SUNPHARMA,Sun Pharmaceutical Industries Ltd.,Pharmaceuticals & Drugs,1771.65,N/A,1791.3,1759.4,1960.2,18.02,1,"0.76
                                %",98.33,338.39 Cr.,11046.61 Cr.,54.48 %,11.21,-2.58
https://ticker.finology.in/company/INGERRAND,Ingersoll-Rand (India) Ltd.,Compressors / Pumps,4165.90,N/A,4192.35,4077.55,4998.35,20.57,10,"1.68
                                %",202.52,222.92 Cr.,0 Cr.,75 %,76.39,5.47
https://ticker.finology.in/company/VISHNUINFR,Vishnusurya Projects and Infra Ltd.,Construction - Real Estate,267.00,N/A,273,266.85,465.45,5,10,"0.75
                                %",53.38,3.02 Cr.,19.81 Cr.,62.24 %,11.21,74.16
https://ticker.finology.in/company/GODREJCP,Godrej Consumer Products Ltd.,Household & Personal Products,1178.25,N/A,1195.4,1170,1541.3,13.72,1,"0.43
                                %",85.9,243.9 Cr.,1979.88 Cr.,63 %,5.2,9.71
https://ticker.finology.in/company/WONDERLA,Wonderla Holidays Ltd.,Amusement Parks/Recreation/Club,825.55,N/A,837.95,815.05,1106.7,4.02,10,"0.3
                                %",205.43,123.87 Cr.,0.31 Cr.,69.79 %,24.38,12.54
https://ticker.finology.in/company/DIXON,Dixon Technologies (India) Ltd.,Consumer Durables - Electronics,14989.45,N/A,15330,14725,15999.95,53.56,2,"0.03
                                %",279.88,21.82 Cr.,104.59 Cr.,32.89 %,60.59,-8.37
https://ticker.finology.in/company/PRUDENT,Prudent Corporate Advisory Services Ltd.,Finance - Others,2892.00,N/A,2975.55,2882.65,3741.15,26.67,5,"0.07
                                %",108.43,693.91 Cr.,110.5 Cr.,55.72 %,33.53,28.32
https://ticker.finology.in/company/BAJAJFINSV,Bajaj Finserv Ltd.,Finance - Investment,1566.00,N/A,1597.85,1566,2029,30.12,1,"0.06
                                %",52,1699.29 Cr.,1170.06 Cr.,60.64 %,9.73,57.86
https://ticker.finology.in/company/VTL,Vardhman Textiles Ltd.,Textile,437.35,N/A,447.05,437.35,592.25,1.38,2,"0.91
                                %",316.07,83.7 Cr.,1790.04 Cr.,64.19 %,27.47,-5.51
https://ticker.finology.in/company/DHANBANK,Dhanlaxmi Bank Ltd.,Bank - Private,31.00,N/A,31.73,30.6,58.7,0.88,10,"0
                                %",35.43,458.45 Cr.,88.66,0 %,0.96,N/A
https://ticker.finology.in/company/RTNINDIA,RattanIndia Enterprises Ltd.,Professional Services,61.48,N/A,63.54,60.86,94.85,5.42,2,"0
                                %",11.34,0.22 Cr.,611.42 Cr.,74.86 %,5.3,58.86
https://ticker.finology.in/company/RSYSTEMS,R Systems International Ltd.,IT - Software,463.90,N/A,479.8,463.9,599,10.25,1,"1.47
                                %",45.24,113.5 Cr.,57.92 Cr.,51.93 %,12.33,11.06
https://ticker.finology.in/company/JKCEMENT,JK Cement Ltd.,Cement & Construction Materials,4005.00,N/A,4019.5,3900.7,4895.95,5.68,10,"0.5
                                %",704.84,777.66 Cr.,5177.96 Cr.,45.68 %,100.08,17.27
https://ticker.finology.in/company/EVEREADY,Eveready Industries India Ltd.,Batteries,372.60,N/A,387,371,504.9,6.23,5,"0.27
                                %",59.78,2.5 Cr.,285.23 Cr.,43.19 %,10.36,-1.02
https://ticker.finology.in/company/AVANTIFEED,Avanti Feeds Ltd.,Consumer Food,595.25,N/A,618.4,590.4,791.1,3.84,1,"1.13
                                %",155.18,593.84 Cr.,0 Cr.,43.23 %,27.13,6.16
https://ticker.finology.in/company/SHIVATEX,Shiva Texyarn Ltd.,Textile - Spinning,228.25,N/A,235.3,226.9,299,2.34,10,"0
                                %",97.7,4.35 Cr.,95.73 Cr.,74.04 %,1.21,-18.4
https://ticker.finology.in/company/RKFORGE,Ramkrishna Forgings Ltd.,Forgings,960.55,N/A,973,943.2,1064,5.96,2,"0.21
                                %",161.06,160.4 Cr.,803.96 Cr.,43.17 %,23.5,16.28
https://ticker.finology.in/company/GAIL,GAIL (India) Ltd.,Industrial  Gases & Fuels,188.40,N/A,190.15,180.4,246.35,1.76,10,"2.93
                                %",107.21,703.24 Cr.,16413.08 Cr.,51.92 %,15.84,-9.48
https://ticker.finology.in/company/APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Hospital & Healthcare Services,6737.00,N/A,6763.55,6606,7545.1,11.83,5,"0.24
                                %",569.63,342.2 Cr.,1955.7 Cr.,29.33 %,78.1,11.48
https://ticker.finology.in/company/SUNDARMHLD,Sundaram Finance Holdings Ltd.,Finance - Investment,301.45,N/A,308.95,297.55,433,1.08,5,"2.55
                                %",278.43,388.19 Cr.,321.57 Cr.,54.97 %,16.59,202.36
https://ticker.finology.in/company/LLOYDSENGG,Lloyds Engineering Works Ltd.,Engineering - Industrial Equipments,66.74,N/A,69.69,66.06,93.49,13.15,1,"0.3
                                %",5.08,125.22 Cr.,60.81 Cr.,57.25 %,0.84,99.69
https://ticker.finology.in/company/GESHIP,The Great Eastern Shipping Company Ltd.,Shipping,1073.50,N/A,1080,1042.6,1542.8,1.36,10,"3.38
                                %",790.61,3884.74 Cr.,2227.22 Cr.,30.07 %,171.45,-13.86
https://ticker.finology.in/company/NHPC,NHPC Ltd.,Power Generation/Distribution,79.36,N/A,80.41,78.11,118.45,2.06,10,"2.38
                                %",38.53,992.51 Cr.,29390.99 Cr.,67.4 %,2.88,-9.78
https://ticker.finology.in/company/BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Finance - NBFC,10493.40,N/A,10600,10360,11348.5,5.7,10,"1.25
                                %",1839.35,3111.91 Cr.,2896.46 Cr.,51.46 %,214.48,65.96
https://ticker.finology.in/company/GENUSPOWER,Genus Power Infrastructures Ltd.,Engineering - Industrial Equipments,412.10,N/A,418.45,407.9,476,7.6,1,"0.15
                                %",54.24,670.42 Cr.,587.12 Cr.,39.34 %,4.79,48.52
https://ticker.finology.in/company/PONNIERODE,Ponni Sugars (Erode) Ltd.,Sugar,395.70,N/A,414.95,395.2,598.15,0.57,10,"1.77
                                %",691.25,40.9 Cr.,0 Cr.,47.26 %,43.67,-3.24
https://ticker.finology.in/company/GLOBUSSPR,Globus Spirits Ltd.,Breweries & Distilleries,811.00,N/A,869.85,806.5,1373.35,2.39,10,"0.43
                                %",339.32,76.86 Cr.,317.82 Cr.,50.9 %,21.72,14.49
https://ticker.finology.in/company/RAYMOND,Raymond Ltd.,Textile - Weaving,1426.50,N/A,1499.95,1425,3493,2.96,10,"0.7
                                %",482.07,446.22 Cr.,2542.98 Cr.,48.87 %,69.44,14.08
https://ticker.finology.in/company/MTARTECH,MTAR Technologies Ltd.,Engineering,1755.75,N/A,1783.4,1712.55,2353.15,7.71,10,"0
                                %",227.73,50.66 Cr.,190.23 Cr.,36.42 %,12.66,1.17
https://ticker.finology.in/company/MAHSEAMLES,Maharashtra Seamless Ltd.,Steel & Iron Products,630.00,N/A,630,613.75,1099.05,1.45,5,"1.59
                                %",435.52,55.31 Cr.,0 Cr.,68.04 %,64.46,-5.33
https://ticker.finology.in/company/FIVESTAR,Five-Star Business Finance Ltd.,Finance - NBFC,642.00,N/A,645.4,628.75,943.2,3.28,1,"0
                                %",195.67,2182.85 Cr.,835.92 Cr.,21.59 %,33.24,43.53
https://ticker.finology.in/company/UNOMINDA,UNO Minda Ltd.,Auto Ancillary,1077.75,N/A,1086.6,1030,1252.85,15.06,2,"0.19
                                %",71.54,93.43 Cr.,925.5 Cr.,68.75 %,11.72,24.99
https://ticker.finology.in/company/BIRLACORPN,Birla Corporation Ltd.,Diversified,1080.45,N/A,1114.75,1074.9,1801.25,1.7,10,"0.93
                                %",636.01,62.93 Cr.,842.37 Cr.,62.9 %,11,4.7
https://ticker.finology.in/company/ACE,Action Construction Equipment Ltd.,Construction Vehicles,1205.00,N/A,1237.15,1186,1693.05,10.46,2,"0.17
                                %",115.24,94.84 Cr.,3.88 Cr.,65.41 %,30.63,34.92
https://ticker.finology.in/company/ICICIBANK,ICICI Bank Ltd.,Bank - Private,1250.10,N/A,1256.55,1233,1361.35,3.46,2,"0.8
                                %",361.13,74305.72 Cr.,40.23,0 %,62.05,N/A
https://ticker.finology.in/company/TECHNOE,Techno Electric & Engineering Company Ltd.,Engineering - Construction,1479.25,N/A,1518.55,1465,1824.95,4.87,2,"0.47
                                %",303.51,135.96 Cr.,0 Cr.,56.92 %,25.19,73.89
https://ticker.finology.in/company/JCHAC,Johnson Controls - Hitachi Air Conditioning India Ltd.,Air Conditioners,1840.05,N/A,1914.95,1828.15,2620.95,8.49,10,"0
                                %",216.68,71.93 Cr.,0 Cr.,74.25 %,10.22,-19.53
https://ticker.finology.in/company/KIRLOSIND,Kirloskar Industries Ltd.,Engineering - Industrial Equipments,4632.80,N/A,4632.8,4428.6,6697.95,0.84,10,"0.28
                                %",5535.03,55.66 Cr.,0 Cr.,71.31 %,64.74,4.98
https://ticker.finology.in/company/NAUKRI,Info Edge (India) Ltd.,BPO/ITeS,7488.15,N/A,7615,7488.15,8463,2.8,10,"0.29
                                %",2674.67,998.12 Cr.,2.52 Cr.,37.68 %,57.31,10.3
https://ticker.finology.in/company/KIRLPNU,Kirloskar Pneumatic Company Ltd.,Compressors / Pumps,1593.50,N/A,1617.45,1581.3,1735.6,10.12,2,"0.41
                                %",157.46,53.12 Cr.,0 Cr.,38.89 %,29.24,6.72
https://ticker.finology.in/company/GTLINFRA,GTL Infrastructure Ltd.,Telecom-Infrastructure,2.01,N/A,2.09,2,4.35,0,10,"0
                                %",-4.29,412.9 Cr.,3339.51 Cr.,3.28 %,-0.64,-5.89
https://ticker.finology.in/company/NORTHARC,Northern ARC Capital Ltd.,Finance - NBFC,227.30,N/A,238.8,226.5,351,0,10,"0
                                %",0,1254.28 Cr.,225.36 Cr.,0 %,13.96,44.65
https://ticker.finology.in/company/SBIN,State Bank Of India,Bank - Public,780.85,N/A,800,761.65,912.1,1.78,1,"1.71
                                %",439.24,159875.83 Cr.,59.02,57.51 %,73.09,N/A
https://ticker.finology.in/company/COLPAL,Colgate-Palmolive (India) Ltd.,Household & Personal Products,2690.00,N/A,2747.95,2670,3893,44.27,1,"2.16
                                %",60.77,1373.78 Cr.,0 Cr.,51 %,54.01,8.69
https://ticker.finology.in/company/VENUSREM,Venus Remedies Ltd.,Pharmaceuticals & Drugs,297.15,N/A,301.6,290,429.6,0.76,10,"0
                                %",392.45,67.64 Cr.,38.68 Cr.,41.76 %,25.74,6.98
https://ticker.finology.in/company/MUFTI,Credo Brands Marketing Ltd.,Trading,169.35,N/A,171.5,166.95,324.55,2.93,2,"0.3
                                %",57.83,2.48 Cr.,37.54 Cr.,54.83 %,9.04,13.88
https://ticker.finology.in/company/JSL,Jindal Stainless Ltd.,Steel & Iron Products,655.50,N/A,681.05,653.2,848,3.67,2,"0.46
                                %",178.8,1377.63 Cr.,3795.71 Cr.,60.49 %,29.43,9.49
https://ticker.finology.in/company/JKLAKSHMI,JK Lakshmi Cement Ltd.,Cement & Construction Materials,744.80,N/A,772.95,731,998.4,2.75,5,"0.87
                                %",271.2,229.05 Cr.,708.64 Cr.,46.34 %,36.56,4.1
https://ticker.finology.in/company/SUPRIYA,Supriya Lifescience Ltd.,Pharmaceuticals & Drugs,703.00,N/A,708.9,666.8,704.35,6.25,2,"0.11
                                %",112.56,74.96 Cr.,0 Cr.,68.3 %,19.57,23.74
https://ticker.finology.in/company/PGEL,PG Electroplast Ltd.,Consumer Durables - Domestic Appliances,683.35,N/A,691.3,655.55,718.35,17.99,1,"0
                                %",37.98,115.62 Cr.,77.08 Cr.,53.42 %,3.21,6.5
https://ticker.finology.in/company/IRCON,Ircon International Ltd.,Engineering - Construction,185.80,N/A,189.95,183.4,351.65,2.9,2,"1.64
                                %",64.09,4429.13 Cr.,0 Cr.,65.17 %,9.03,20.45
https://ticker.finology.in/company/NETWEB,Netweb Technologies India Ltd.,IT - Hardware,2795.00,N/A,2888.95,2770.15,2980,34.55,2,"0.07
                                %",80.89,221.61 Cr.,1.63 Cr.,71.39 %,17.18,62.72
https://ticker.finology.in/company/MANKIND,Mankind Pharma Ltd.,Pharmaceuticals & Drugs,2561.15,N/A,2609.8,2516.25,2882.75,9.51,1,"0
                                %",269.28,761.01 Cr.,0 Cr.,74.87 %,50.61,14
https://ticker.finology.in/company/DATAPATTNS,Data Patterns (India) Ltd.,Defence,2312.65,N/A,2317.85,2241.05,3654.75,9.59,2,"0.28
                                %",241.07,392.69 Cr.,0 Cr.,42.41 %,33.07,14.63
https://ticker.finology.in/company/BRITANNIA,Britannia Industries Ltd.,Consumer Food,4804.35,N/A,4944.95,4748.15,6473.1,41.72,1,"1.53
                                %",115.15,297.5 Cr.,2037.14 Cr.,50.55 %,86.56,3.63
https://ticker.finology.in/company/ERIS,Eris Lifesciences Ltd.,Pharmaceuticals & Drugs,1370.85,N/A,1391.7,1350,1500.85,7.24,1,"0
                                %",189.33,1296.74 Cr.,2529.45 Cr.,54.87 %,8.55,11.72
https://ticker.finology.in/company/HNDFDS,Hindustan Foods Ltd.,Consumer Food,534.45,N/A,551.95,530,685.7,9.08,2,"0
                                %",58.86,10 Cr.,503.13 Cr.,63.81 %,7.43,-0.08
https://ticker.finology.in/company/BLISSGVS,Bliss GVS Pharma Ltd.,Pharmaceuticals & Drugs,129.75,N/A,131.4,120.15,148.95,1.33,1,"0.39
                                %",97.27,169.32 Cr.,65.63 Cr.,34.82 %,4.34,1.19
https://ticker.finology.in/company/VAISHALI,Vaishali Pharma Ltd.,Pharmaceuticals & Drugs,16.63,N/A,16.84,16.21,24.91,4.06,2,"0
                                %",4.09,1.58 Cr.,12.61 Cr.,26.32 %,0.06,23.85
https://ticker.finology.in/company/RAJRILTD,Raj Rayon Industries Ltd.,Textile - Manmade  Fibres,23.31,N/A,23.95,23.04,31.45,12.91,1,"0
                                %",1.81,29.49 Cr.,176.33 Cr.,94.13 %,-0.14,442.98
https://ticker.finology.in/company/EXCEL,Excel Realty N Infra Ltd.,Trading,1.55,N/A,1.55,1.55,1.48,1.26,1,"0
                                %",1.23,1.35 Cr.,0.04 Cr.,19.12 %,0.02,-60.07
https://ticker.finology.in/company/SHAREINDIA,Share India Securities Ltd.,Finance - Stock Broking,262.90,N/A,277.9,261,407.99,3,2,"0.69
                                %",87.51,1119.01 Cr.,302.42 Cr.,50.43 %,15.68,36.49
https://ticker.finology.in/company/JNKINDIA,JNK India Ltd.,Engineering - Industrial Equipments,602.75,N/A,624.4,590.2,895.4,6.75,2,"0.05
                                %",89.26,28.85 Cr.,54.78 Cr.,67.98 %,11.07,17.7
https://ticker.finology.in/company/ALANKIT,Alankit Ltd.,Finance - Stock Broking,20.30,N/A,21.34,20.02,29.67,1.77,1,"0
                                %",11.47,126.64 Cr.,15.47 Cr.,54.15 %,0.61,16.12
https://ticker.finology.in/company/GABRIEL,Gabriel India Ltd.,Auto Ancillary,420.30,N/A,433.9,413.9,551.4,5.61,1,"0.95
                                %",74.89,73.19 Cr.,0 Cr.,55 %,13.89,12.48
https://ticker.finology.in/company/REMSONSIND,Remsons Industries Ltd.,Auto Ancillary,150.15,N/A,155.55,148.9,234.95,4.89,2,"0.2
                                %",30.72,41.09 Cr.,42.87 Cr.,65.3 %,3.24,-2.65
https://ticker.finology.in/company/STEL,STEL Holdings Ltd.,Finance - Investment,449.10,N/A,490.5,445,604.95,0.39,10,"0
                                %",1139.82,18.46 Cr.,13.28 Cr.,69.15 %,8.6,7.59
https://ticker.finology.in/company/MANAKSIA,Manaksia Ltd.,Trading,87.49,N/A,88.73,85.81,147.9,3.15,2,"0
                                %",27.78,20.36 Cr.,5.07 Cr.,74.93 %,1.72,12.19
https://ticker.finology.in/company/TCI,Transport Corporation Of India Ltd.,Logistics,1089.70,N/A,1150,1075,1249.95,4.56,2,"0.64
                                %",238.72,83.93 Cr.,88.78 Cr.,68.78 %,47.69,5.35
https://ticker.finology.in/company/TECHERA,TechEra Engineering India Ltd.,Engineering - Industrial Equipments,192.35,N/A,192.4,192.35,236.1,7.36,10,"0
                                %",26.13,2.21 Cr.,14.3 Cr.,42.25 %,2.92,46.58
https://ticker.finology.in/company/RAJMET,Rajnandini Metal Ltd.,Metal - Non Ferrous,9.12,N/A,9.3,9.05,21.35,4.65,1,"0
                                %",1.96,0.8 Cr.,71.94 Cr.,33.71 %,0.34,0.06
https://ticker.finology.in/company/KSOLVES,KSolves India Ltd.,IT - Software,955.65,N/A,970.2,950.6,1467.65,34.84,10,"2.04
                                %",27.43,7.67 Cr.,0 Cr.,58.94 %,30.87,40.14
https://ticker.finology.in/company/TARACHAND,Tara Chand Infralogistic Solutions Ltd.,Logistics,390.15,N/A,398,385,523.9,5.73,10,"0
                                %",68.08,0.2 Cr.,85.23 Cr.,69.61 %,13.58,21.95
https://ticker.finology.in/company/HATHWAY,Hathway Cable & Datacom Ltd.,Telecommunication - Service  Provider,18.11,N/A,18.32,17.92,27.9,0.69,2,"0
                                %",26.43,64.66 Cr.,0 Cr.,75 %,0.5,-2.51
https://ticker.finology.in/company/VESUVIUS,Vesuvius India Ltd.,Refractories,5212.10,N/A,5292.15,5151.25,6000,7.71,10,"0.24
                                %",675.89,465.3 Cr.,0 Cr.,55.57 %,128.92,19.41
https://ticker.finology.in/company/CANFINHOME,Can Fin Homes Ltd.,Finance - Housing,819.90,N/A,835.1,814,951.45,2.32,2,"0.73
                                %",353.09,3523.06 Cr.,749.83 Cr.,29.99 %,61.61,28.5
https://ticker.finology.in/company/MAXIND,Max India Ltd.,Finance - Investment,236.15,N/A,241.7,232.85,337.6,1.18,10,"0
                                %",200.42,31.23 Cr.,1.24 Cr.,50.94 %,-0.16,-4
https://ticker.finology.in/company/ALOKINDS,Alok Industries Ltd.,Textile,20.07,N/A,20.6,19.98,39.24,0,1,"0
                                %",-37.45,199.02 Cr.,24514.23 Cr.,75 %,-1.77,-21.18
https://ticker.finology.in/company/SPECIALITY,Speciality Restaurants Ltd.,Restaurants,150.70,N/A,164.7,149.55,287.25,2.29,10,"0.66
                                %",65.75,3.13 Cr.,0 Cr.,50.24 %,5.14,4.83
https://ticker.finology.in/company/MANAKSTEEL,Manaksia Steels Ltd.,Steel & Iron Products,59.84,N/A,62,59,107.1,1.24,1,"0
                                %",48.38,23.09 Cr.,182.9 Cr.,74.75 %,2.45,-1.48
https://ticker.finology.in/company/HEROMOTOCO,Hero MotoCorp Ltd.,Automobile Two & Three Wheelers,4753.85,N/A,4819.45,4747.75,6245,4.87,2,"2.94
                                %",976.29,608.93 Cr.,0 Cr.,34.75 %,220.78,10.8
https://ticker.finology.in/company/BALKRISHNA,Balkrishna Paper Mills Ltd.,Paper & Paper Products,23.45,N/A,23.95,22.5,38.52,0,10,"0
                                %",-60.86,0.9 Cr.,215.15 Cr.,59.95 %,-8.9,-94.9
https://ticker.finology.in/company/MATRIMONY,Matrimony.Com Ltd.,BPO/ITeS,646.65,N/A,677.9,641.25,849.8,5.91,5,"0.77
                                %",109.43,217.06 Cr.,0 Cr.,51.59 %,22.91,5.38
https://ticker.finology.in/company/KEI,KEI Industries Ltd.,Cable,3791.20,N/A,3835.7,3727.45,5040.4,9.9,2,"0.09
                                %",382.96,700.37 Cr.,134.23 Cr.,37.06 %,69.17,17.31
